power.draw [W]
169.12
188.65
235.28
212.81
177.25
185.14
234.13
213.26
176.98
186.35
246.57
107.82
180.64
186.95
236.99
209.87
186.32
187.3
248.13
210.07
184.96
187.46
217.99
209.57
179.99
187.68
236.1
209.53
179.73
188.06
258.39
208.77
176.2
188.13
238.3
208.09
180.31
188.35
236.86
207.27
177.8
188.16
238.46
205.67
176.96
188.16
231.57
204.75
175.26
188.35
259.82
210.34
169.21
188.54
220.83
208.63
176.95
185.12
234.61
213.17
177.1
185.7
253.04
213.19
176.68
186.22
233.77
213.26
173.47
187.11
242.97
213.09
177.65
187.4
230.92
213.28
177.44
186.73
235.07
213.55
176.69
187.11
256.68
213.54
175.36
187.4
236.22
213.36
170.35
187.49
235.64
213.46
177.62
188.03
249.96
187.94
177.28
188.16
232.95
212.93
85.31
188.36
244.38
212.92
189.67
187.94
220.85
212.52
180.59
188.35
231.96
212.43
179.74
188.63
257.28
212.6
180.5
188.51
235.93
212.33
179.6
185.23
241.22
212.82
178.31
186.16
250.06
212.46
171.85
187.11
238.97
212.23
177.29
187.89
245.91
211.7
177.26
187.97
222.25
211.43
176.69
188.16
232.53
211.89
174.69
188.53
259.98
211.57
170.07
188.44
228.85
211.23
177.33
188.54
234.42
211.05
176.87
188.03
251.45
210.84
176.35
188.44
235.48
210.39
173.19
188.44
242.6
209.79
177.33
188.32
227.73
209.79
176.95
187.11
231.92
95.68
176.89
185.26
257.28
207.05
175.36
186.06
237.26
207.27
170.48
187.11
236.1
205.54
177.24
187.68
244.69
203.46
187.16
187.49
257.57
213.55
187.05
187.81
227.69
213.93
177.85
188.16
232.81
213.55
173.84
187.87
250.06
213.4
180.3
188.44
236.22
213.21
179.93
188.35
246.82
213.11
176.69
188.51
211.68
213.11
174.25
188.25
231.96
213.12
172.68
165.53
259.79
213.46
177.1
188.13
238.6
213.28
176.79
188.35
236.86
213.46
175.93
184.66
240.74
213.87
171.38
185.7
230.43
212.84
177.62
186.45
259.79
212.79
177.19
186.6
228
212.65
176.21
187.49
229.66
177.96
174.43
187.59
254.67
210.29
177.38
188.13
239.44
211.21
177.15
188.16
242.32
211.11
176.98
188.51
228.76
210.35
170.75
188.35
230.65
210.07
165.26
188.35
258.93
209.44
81.33
188.27
239.23
207.99
188.12
188.03
236.22
208.69
188.54
188.51
248.34
207.13
183.11
184.95
231.86
205.86
174.32
185.61
246.62
204.42
180.59
132.77
214.3
207.58
179.9
184.76
232.62
213.86
178
185.6
255.87
213.46
174.69
186.16
232.05
213.65
177.52
187.02
237.93
213.36
177.25
187.3
234.02
213.59
176.69
187.87
235.54
213.28
170.75
187.68
258.42
212.6
164.4
187.87
238.31
212.91
172.9
188.18
235.21
129.62
172.48
188.44
254.08
212.53
171.13
188.37
237.43
212.63
167.04
188.35
241.71
212.54
172.71
188.72
232.8
212.99
172.35
188.54
230.36
211.68
171.6
185.14
263.66
211.58
168.68
186.63
226.93
212.08
172.36
187.03
232.61
211.9
162.15
187.41
252.02
211.24
190.27
103.16
229.14
210.92
184.96
187.7
251.4
210.85
188.22
187.84
247.07
210.85
185.85
188.02
246.61
210.35
179.26
188.22
243.2
210.24
177.85
188.41
243.99
209.3
174.03
188.25
244.16
209.3
180.02
185.23
245.34
208.56
179.74
186.25
249.91
207.43
179.36
186.54
100.82
205.41
178.16
187.14
96.37
105.44
172.36
187.33
95.7
201.24
180.05
187.78
77.94
206.38
179.86
187.87
77.46
204.94
179.29
188.3
245.92
206.6
176.49
188.06
219.47
213.69
180.46
188.16
233.1
213.28
179.84
188.35
253.61
213.17
177.56
188.32
230.56
213.36
175.45
188.62
235.93
213.67
172.14
187.59
231.66
213.31
82.84
188.09
230.35
212.84
194.03
188.13
256.3
213.16
184.87
188.3
227.12
213.68
175.93
188.18
237.35
213.21
179.93
188.25
248.99
213.11
180.2
188.33
229.97
213.47
179.55
188.06
243.52
213.19
178.1
184.76
225.71
212.86
175.15
185.97
228.28
213.09
180.2
186.73
259.32
213.25
179.84
186.99
235.1
95.11
179.29
187.59
239.36
92.27
178.21
188.16
248.46
91.98
170.56
188.16
233.86
76.08
177.21
187.92
243.72
207.63
176.68
188.54
224.1
211.23
176.6
188.34
236.58
211.29
174.21
188.53
261.46
210.99
177.33
187.84
228.25
211.14
177.43
187.79
232.81
210.91
177.17
188.13
255.3
211.33
175.87
188.03
234.51
211.29
173.09
188.46
238.02
211.42
190.09
187.97
242.68
211.29
190.07
184.64
232.89
210.83
184.34
186.06
247.51
210.46
179.45
186.57
218.57
210.27
176.96
187.11
231.3
209.88
180.3
187.3
254.28
208.85
180.02
188.02
238.12
208.4
179.92
187.97
241.65
207.9
178.51
188.43
226.51
206.14
172.14
188.06
229.7
205.19
177.35
188.35
257.28
204.31
176.96
188.13
238.51
178.31
176.58
188.46
233.94
212.42
174.88
188.72
253.45
212.41
170.35
187.57
235.09
212.16
177.35
187.78
243.43
212.54
177.15
187.84
236.21
212.73
176.79
187.94
233.37
212.53
173.86
187.78
250.4
213.01
177.44
188.32
217.24
213.03
177.06
188.06
236.67
212.99
177.07
188.35
255.44
213.11
127.67
185.79
235.66
212.63
188.02
186.41
237.93
213.21
184.58
186.83
237.45
212.35
180.02
187.46
239.1
212.62
176.9
187.4
260.07
212.88
175.55
187.78
224.9
212.74
171.22
188.15
233.94
212.23
177.52
188.06
253.18
212.16
176.82
187.65
240.01
211.79
176.58
188.08
243.63
97.9
173.82
188.44
225.5
207.96
176.95
85.12
232.89
208.28
177.25
187.9
258.75
206.95
176.98
191.06
239.33
206.03
175.26
191.47
237.62
205.44
171.2
191.82
247.39
203.63
176.81
192.2
232.05
213.49
177.1
192.17
246.66
213.38
175.87
192.54
219.98
212.93
173.86
192.33
234.32
212.54
177.52
192.14
257.25
212.79
177.1
192.36
236.16
212.66
105.55
188.57
234.32
213.28
188.91
189.75
241.8
212.82
184.24
190.58
233.46
213.18
186.38
191.06
254.55
212.88
178.89
191.5
219.99
213.02
177.44
191.95
232.61
213.18
175.93
192.46
256.11
212.79
172.71
192.28
237.07
212.44
177.18
192.27
241.12
209.11
176.9
192.28
232.16
212.12
176.31
192.2
240.94
212.17
174.23
192.59
261.4
212.41
168.83
192.87
220.57
212.36
177.25
192.52
233.94
211.96
176.79
189.48
254.55
211.22
175.82
190.53
238.86
211.32
171.29
191.14
242.49
211.1
177.33
191.6
227.62
210.73
177.25
191.92
229.6
210.2
176.3
192.21
258.9
209.71
173.76
192.08
238.77
209.21
177.06
192.74
236.79
207.89
177.15
192.55
244.99
207.06
111.35
192.73
232.83
205.65
192.57
192.76
243.26
205.25
178.04
192.82
217.05
206.74
184.65
191.25
236.86
213.76
183.67
189.75
255.88
213.38
179.55
192.74
236.35
102.67
177.31
190.05
235.53
212.92
173.08
191.35
242.78
213.01
180.11
191.49
235.07
213.28
179.26
191.97
258.17
213.65
179.26
192.65
221.02
213.03
177.44
192.6
235.16
213.37
172.04
192.84
253.18
213.55
180.3
192.28
234.42
212.81
180.11
192.92
239.33
213.09
176.31
192.95
234.7
213.1
174.23
192.76
236.69
212.46
177.18
189.4
261.4
212.88
177.01
190.59
227.7
212.61
176.88
191.73
229.7
212.05
175.83
192.11
248.99
211.89
171.28
187.68
240.44
211.71
89.19
187.89
247.61
210.85
192.29
173.47
212.49
210.71
182.96
187.02
231.49
209.69
178.57
186.92
254.43
129.91
174.91
187.78
239.25
205.99
180.01
188.27
239.71
205.38
179.74
188.25
235.26
208.54
179.45
188.06
231.57
213.29
178.37
188.44
256.87
213.54
171.01
188.65
238.01
213.57
177.18
188.44
235.93
213.59
177.06
188.63
244.97
213.38
176.31
188.54
233.19
213.07
173
188.53
249.45
213.01
177.37
188.69
217.6
213.41
176.69
185.52
233.85
212.99
176.69
186.25
252.3
213.06
174.14
186.7
235.85
212.54
177.25
187.21
244.26
212.73
177.06
187.65
227.15
212.6
176.87
188.16
233.18
212.33
175.36
187.02
257.39
212.04
169.59
187.4
236.21
210.83
177.03
187.78
240.89
210.85
189.02
187.83
246.9
153.63
184.18
188.65
234.51
206.94
183.15
187.97
243.11
206.41
175.54
188.54
217.06
205.2
180.22
188.16
238.12
212.71
180.12
188.51
258.29
213.26
179.92
188.32
238.39
213.56
177.75
188.35
236.21
213.87
179.55
186
240.07
213.78
179.92
186.63
238.52
213
179.54
187.11
253.18
212.97
178.5
187.49
224.34
213.55
174.5
187.78
233.85
213.74
180.01
187.59
249.18
213.48
176.89
188.35
237.46
212.82
176.31
188.44
242.97
213.1
174.03
184.76
213.35
212.85
177.25
185.87
231.96
212.98
177.43
186.35
256.97
212.5
176.81
187.3
239.57
212.99
174.98
187.49
237.89
117.69
86.86
187.65
237.87
210.77
191.65
187.84
233.85
213.56
186.92
188.02
257.43
213.36
183.05
187.83
220.28
212.93
178.61
187.97
234.04
213.21
176.2
188.16
253.61
213.26
180.12
188.68
237.29
213.01
180.56
188.35
236.87
212.73
179.64
184.76
239
213.21
176.21
185.33
233.64
213.56
172.33
186.45
249.83
213.01
177.35
187.37
221.87
212.93
176.88
187.3
235.08
212.99
176.31
187.41
250.25
213.3
174.03
187.97
233.75
212.25
176.96
188.32
241.77
212.24
176.77
186.63
220.75
212.09
176.77
185.87
236.88
211.96
175.64
186.92
260.74
211.74
171.85
186.99
237.82
211.29
177.15
187.7
235.21
117.62
177.09
187.49
246.88
207.81
175.87
188.03
237.44
207.27
168.33
188.06
247.04
205.63
192.84
188.03
219.32
207.18
184.66
188.06
234.88
213.66
184.09
188.25
253.8
213.82
177.65
188.7
234.43
213.93
173.65
188.25
238.5
214.14
180.02
188.32
229.7
214.03
180.11
184.85
232.43
213.36
179.45
185.78
258.61
213.65
177.38
186.32
234.82
213.93
176.39
186.25
236.13
213.65
179.84
186.92
243.51
213.11
177.94
187.11
233.31
213.01
175.92
187.59
250.77
212.98
171.66
187.89
217.07
212.93
177.52
188.06
236.29
213.18
177.44
188.16
253.14
212.27
176.43
188.35
236.97
128.44
174.06
188.1
238.56
204.96
177.43
188.16
228.41
204.5
177.25
188.44
236.39
211.29
176.68
188.54
261.79
213.21
84.62
188.36
238.4
213.41
187.65
185.51
234.97
213.55
183.34
186.63
250.25
213.74
184.87
187.16
231
213.87
179.55
187.18
244.35
213.59
178.23
187.3
235.32
213.55
175.82
187.98
259.12
213.44
180.3
186.52
238.77
213.3
180.2
187.37
236.1
214.12
180.12
187.59
247.85
213.38
178.98
187.59
235.53
213.47
176.3
187.89
242.88
213.01
178.61
187.89
216.39
213.79
176.96
188.18
230.91
213.18
176.96
188.16
256.95
213.46
175.64
188.25
239.95
212.73
170.07
188.44
235.9
158.21
177.55
187.97
244.57
211.6
177.26
186.45
233.18
212.08
176.21
185.61
248.7
211.59
172.7
186.16
216.46
210.96
177.24
187.11
234.32
210.35
177.44
187.02
253.47
209.21
187.22
187.56
236.32
208.74
190.26
187.83
241.03
209.13
174.03
187.78
239.71
207.81
180.2
185.6
234.99
206.48
180.01
186.63
249.4
207.7
179.55
187.51
222.62
207.37
178.19
187.97
236.29
205.27
173.94
188.06
258.37
208.93
180.22
188.19
236.5
205.25
179.92
188.18
233.85
208.93
179.82
188.54
254.86
204.68
178.79
188.22
239.75
214.05
172.14
188.25
243.26
214.05
177.35
185.04
225.59
100.12
177.4
185.69
232.62
213.89
176.12
186.45
259.22
213.16
174.61
187.08
239.6
212.92
177.35
187.11
235.93
213.21
176.89
187.56
244.1
213.76
176.31
187.68
233.85
213.07
175.74
188.06
248.07
213.1
170.35
188.13
220.63
212.84
137.2
187.81
234.23
213.46
191.84
187.92
253.41
212.69
179.84
187.94
233.95
212.52
178.5
187.78
239.8
212.23
173.75
188.16
230.51
211.85
180.22
188.25
236.02
211.16
177.07
188.44
258.48
211.01
176.21
188.13
236.36
210.26
174.03
188.35
234.99
210.26
177.52
184.85
247.54
209.34
177.15
186.16
234.78
208.4
176.98
186.32
248.17
208.56
175.45
187.21
220.39
205.02
170.94
187.49
231.1
213.68
177.15
187.87
258.57
213.54
176.92
188.02
236.6
213.19
176.02
188.06
239.52
213.84
173.38
188.16
241.05
213.48
177.33
188.32
237.01
213.68
177.37
188.25
250.41
213.49
176.69
187.94
223.76
213.6
174.32
188.06
232.51
213.69
115.29
188.57
251.82
213.06
190.39
188.51
236.31
213.38
188.5
188.3
239.71
213.01
184.18
185.41
230.69
213.09
182.96
186.32
234.04
213.36
176.31
186.54
259.97
212.88
179.84
187.18
237.55
213.03
178.57
187.87
234.32
212.62
176.44
188.03
250.88
212.6
174.79
187.68
232.99
212.42
168.68
188.25
241.08
94.34
177.3
188.29
228.75
212.91
177.07
188.62
231.4
213.26
176.02
188.35
257.25
213.17
173
188.44
234.99
213.1
177.24
183.99
236.03
213.36
177.35
187.78
248.78
213.44
176.81
188.06
232.8
212.93
175.64
188.25
244.95
213.21
170.16
188.25
230.45
213
177.35
187.87
233.1
212.98
176.69
188.25
257.01
212.69
175.93
184.85
235.3
212.56
81.53
185.95
234.88
212.25
199.66
186.59
246.25
211.89
185.28
186.99
232.54
211.66
180.6
187.11
248.32
211.41
184.55
187.65
212.63
211.33
179.93
187.78
237.55
210.64
179.63
187.97
257.62
210.04
178.69
188.21
240.99
209.6
175.64
188.06
236.33
198.42
179.81
188.35
245.1
213.37
180.11
188.22
244.29
213.48
179.17
188.03
245.26
213.3
178.13
187.87
248.8
213.49
174.31
188.25
241.47
213.49
177.54
188.06
253.52
213.46
177
188.62
239.14
212.92
176.6
187.02
252.01
213.07
173.66
185.14
87.96
212.49
177.26
185.82
87.15
212.74
176.99
186.57
81.25
212.13
176.55
187.24
77.34
212.32
175.03
187.33
195.1
212.23
137.48
187.63
228.56
211.96
192.59
187.75
232.81
211.67
184.72
188.22
255.75
210.85
184.34
188.21
237.16
210.24
182.96
187.94
232.62
210.07
174.98
188.16
247.95
209.78
180.11
188.22
233.03
99.33
179.83
188.25
243.63
204.35
179.45
187.98
225.56
206.65
178.29
186.52
230.17
213.47
172.41
187.21
255.6
213.57
177.27
187.84
233.21
213.3
177.35
187.97
238.3
213.46
176.31
188.25
242.59
213.48
174.13
188.46
232.74
213.57
176.12
188.06
246.08
213.19
177.35
188.43
213.1
213.49
176.4
188.25
235.11
213.4
137.34
188.16
253.76
213.17
177.27
187.94
236.9
213.3
177.06
185.87
236.2
213.29
176.77
186.45
249.46
213.36
175.93
186.92
234.31
213.49
145.1
187.4
242.02
213.4
185.06
187.83
227.43
212.88
183.8
187.84
230.74
212.71
183.98
188.11
259.61
212.59
184.35
188.02
235.86
204.49
175.17
186.56
238.01
209.97
169.6
187.68
243.43
209.02
177.15
187.87
231.78
208.02
176.77
188.06
251.28
206.39
175.64
188.35
219.69
205.1
172.07
188.06
237.26
206.67
177.24
187.89
252.12
213.63
176.71
188.4
237.36
213.95
176.5
188.44
242.99
213.01
174.23
188.25
225.8
213.59
177.06
188.46
235.26
213.59
176.88
185.71
259.22
213.35
176.81
186.35
237.07
213.66
175.55
186.63
235.08
213.56
171.47
187.21
245.21
213.1
177
187.79
237.91
213.26
177.06
188.06
245.02
213.6
93.27
187.62
212.78
212.9
192.52
187.94
230.54
212.9
183.61
180.3
256.91
94.58
177.96
187.94
238.49
211.04
179.84
188.16
235.57
210.54
179.73
184.66
241.19
209.69
179.07
185.41
233.08
209.12
176.71
186.27
248.28
208.27
179.93
187.21
221.98
207.16
179.73
187.11
233.46
206.43
180.11
187.49
252.95
204.68
178.7
187.75
233.46
212.34
176.02
187.87
241.18
213.67
180.02
187.95
227.36
213.93
183.13
188.03
232.06
213.75
179.08
188.03
257.14
213.54
175.48
188.13
236.84
212.73
179.74
188.25
234.13
213.19
179.93
188.25
239.67
213.3
179.55
188.16
231.87
213.65
178.23
185.04
256.63
213.26
172.14
185.2
219.24
212.93
177.05
184.76
232.28
213.6
131.17
186
250.33
208.42
190.98
186.22
237.09
211.87
188
186.76
241.83
211.79
184.63
187.37
225.86
211.61
184.15
187.97
236.39
211.68
178.79
188.25
261.02
211.22
177.38
188.21
228.75
211.34
172.89
188.35
233
211.49
179.64
188.25
253.14
210.55
180.02
188.13
236.61
210.64
178.88
188.18
238.85
210.26
177.65
188.16
230.73
209.02
172.51
185.04
230.35
208.65
176.01
185.71
257.57
207.06
179.73
186.35
236.88
205.92
179.07
187.02
235.37
204.98
177.05
187.59
248.79
210.64
177.43
183.72
239.67
213.57
176.95
186.89
242.59
213.95
176.98
187.37
234.02
213.65
176.21
187.68
232.92
126.78
173.69
188.08
254.51
213
83.12
188.17
225.52
213.46
191.39
188.44
234.31
213.1
184.35
188.4
252.62
214.01
179.45
188.24
233.56
213.38
178.1
188.22
244.28
212.91
173.18
188.44
229.22
213.46
180.22
185.04
230.17
212.99
179.98
185.98
257.73
213.06
179.07
186.51
233.58
213.22
175.36
187.4
238.67
213.19
170.26
187.49
254.67
212.99
177.46
187.94
238.48
213.24
177.35
187.97
237.05
213.11
176.31
188.13
230.54
212.33
173.47
186.84
237.82
212.52
177.24
187.87
261.2
211.79
177.19
187.84
236.98
212.15
176.88
188.27
235.27
211.51
175.55
188.34
246.11
108.78
170.85
188.35
234.7
209.61
177.18
188.25
249.12
209.69
177.07
188.22
217.6
208.89
127.57
188.29
231.76
208.02
185.23
185.51
255.49
206.76
192.08
185.83
232.53
206.7
183.98
186.99
238.21
205.29
183.96
187.4
236.29
206.76
183.62
187.75
232.53
213.84
176.4
187.87
257.44
213.67
177.67
188.06
225.82
213.75
179.93
187.87
232.53
213.29
179.93
188.41
252.42
213.35
178.88
188.3
231.68
213.11
176.39
188.06
244.81
213.11
180.12
188.02
229.22
213.74
179.84
188.5
230.26
213.57
179.55
186.54
259.08
213.59
179.07
186.08
215.63
213.36
174.03
186.92
231.48
213.47
176.96
187.3
254.46
208.67
177.27
187.3
234.99
212.71
176.88
187.78
240.08
213.28
175.83
188.13
227
212.53
170.83
188.06
230.45
212.71
177.43
188.22
260.26
212.22
171.71
188.22
240.32
212.16
191.26
188.48
236.85
212.23
184.28
188.51
249.83
211.89
177.29
188.41
232.84
211.21
177.71
185.12
242.88
210.73
180.49
185.97
217.14
210.01
179.7
186.92
235.91
210.45
179.04
185.97
255.97
210.09
177.25
186.83
235.2
209.63
179.93
187.21
235.36
208.75
179.84
187.59
243.07
207.33
179.45
187.78
232.62
206.05
178.94
187.97
246.61
205.82
176.49
188.08
210.49
207.55
177.24
188.35
232.88
93.86
177.49
188.44
256.87
206.59
176.71
188.18
235.37
206.23
175.17
187.97
238.66
204.24
169.3
188.34
231.59
212.98
177.33
188.16
237.35
213.59
177
185.22
260.54
213.55
175.58
185.76
236.33
213.03
83.43
187.14
232.91
213.46
195.26
187.06
248.24
214.01
184.6
187.37
238.63
213.19
184.34
187.56
247.71
213.1
177.91
184.66
227.15
213.26
174.79
185.98
228.65
213.17
180.12
186.73
257.25
213.54
179.93
187.3
238.12
213.26
179.63
187.59
236.96
212.8
177.85
187.59
227.25
213.56
172.51
187.78
257.68
212.98
179.84
188.02
225.61
212.99
179.64
188.06
233.93
212.91
178.79
188.16
252.01
180.92
176.87
188.16
233.21
211.41
168.45
188.34
241.92
211.41
176.96
188.55
231.22
211.11
176.88
184.76
234.14
211.48
175.93
185.7
261.57
210.61
172.62
186.79
221.79
209.82
177.35
187.4
238.85
210.05
177.24
187.68
257.82
210.19
138.47
188.06
236.69
209.82
182.46
187.27
238.95
208.84
191.39
187.71
235.54
208
187.35
187.83
233.85
208.74
183.67
187.65
255.82
207.03
178.99
187.97
225.99
205.22
176.77
187.97
234.97
208.94
180.12
188.16
246.16
213.99
179.93
188.21
233.18
213.38
179.37
188.44
245.49
212.93
178.41
188.59
213.54
213.97
174.23
185.14
230.68
96.92
180.39
185.88
255.78
213.16
179.74
186.54
231.76
213.17
179.55
187.11
238.95
213.29
177.75
187.32
236.31
213.11
172.22
187.3
232.06
212.65
176.99
187.87
258.75
212.6
177.26
188.13
218.76
213.12
176.12
187.97
238.2
212.92
173.66
188.06
250.54
212.08
177.27
187.94
236.16
212.42
176.96
188.25
241.96
212.27
113.77
188.1
225.28
211.96
191.05
188.21
234.78
212.13
182.59
188.22
262.91
211.55
178.23
185.58
227.79
211.04
179.9
186.35
234.51
210.82
179.63
186.63
249.55
210.27
178.88
187.11
235.44
209.32
175.44
187.21
244.4
208.75
179.84
187.56
216.2
207.4
179.74
187.87
238.02
204.09
179.74
188.16
258.12
204.11
178.51
188.03
235.74
213.55
173.27
188.35
238.01
213.29
179.93
188.44
239.41
213.57
180.01
188.51
237.26
213.74
176.71
152.74
254.04
213.56
174.21
187.27
219.62
213.87
177.25
187.4
231.76
213.1
177
187.59
254.96
213.55
177.06
187.94
232.62
213.74
175.74
187.89
238.59
213.3
171.47
187.97
235.91
213.87
99.77
188
232.28
213.68
81.06
188
255.33
213.51
80.68
188
231.05
213.21
74.9
188.51
235.39
212.47
74.62
184.91
248.39
212.47
74.21
185.67
238.62
212.73
201.53
186.62
245.11
211.68
199.14
187.18
217.84
93.41
205.69
187.11
233.1
204.35
206.35
187.84
258.66
213.73
205.55
187.75
236.25
213.84
205.93
188.13
240.29
213.67
205.46
188.03
238.81
213.48
204.93
185.85
235.95
213.49
195.3
192.17
250.5
